ISBN,Book-Title,Book-Author,Genre
0965966003,125th Anniversary Commemorative Cookbook (Pennsylvania State Grange),Pennsylvania State Grange,
0842342346,The Little Book of Big Bible Promises for Women (Little Book of Big Bible Promises),Alice Zillman Chapin,
0136952062,Prentice-Hall handbook for writers,Glenn H Leggett,
0571205704,Celia's Secret: The Copenhagen Papers,Michael Frayn,
0816741190,The Snow Angel (Forever Angels),Suzanne Weyn,
0738507660,Railroads of Western Texas: San Antonio to El Paso,Douglas Lee Braudaway,
0930044878,Beebo Brinker,Ann Bannon,
1570281068,Dutch Soccer Drills,Richard  Kentwell,
1562921010,God's Little Instruction Book for New Believers (God's Little Instruction Books),Honor Books,
029595289X,"America Is in the Heart: A Personal History (Washington Paperbacks, Wp-68)",Carlos Bulosan,
0195029046,The European and the Indian: Essays in the Ethnohistory of Colonial North America,James Axtell,
0754801241,Miniature Roses (New Plant Library),Lin Hawthorne,
0679783180,The Charterhouse of Parma (Modern Library Paperback Classics),Stendhal,
1562924524,PS God Loves You Too!,Connie Witter,
0684824779,MUMBO JUMBO,Ishmael Reed,
0785268758,Stories from the River of Mercy: The True Journey of Two Women Who Find Grace and Mercy in Deep Blue Waters,Sheila Walsh Miller,
019507288X,The Children of Herakles (Greek Tragedy in New Translations),Euripides,
0192832530,The Hidden Hand (Oxford Popular Fiction),Emma Dorothy Eliza Nevitte Southworth,
1577485726,More Short Stories for Long Rainy Days: Simple Tales of Life and Love,Katherine Anne Douglas,
0816724970,Birthday Cake Candles: Counting (Frimble Family Adventure),Nicki Weiss,
014014756X,The Green Flag: Ourselves Alone (Penguin History S.),Robert Kee,
0385007051,"Narrative of the Life of Frederick Douglass, an American Slave",FREDERICK DOUGLASS,
0840748558,The Occult,Josh McDowell,
1560250976,If He Hollers Let Him Go,Chester Himes,
0747535213,Underpainter,Jane Urquhart,
0883780615,Maud Martha,Gwendolyn Brooks,
0866228411,Breeding Cockatiels,Julie Sturman,
0201626179,The Rascal King: The Life and Times of James Michael Curley 1874-1958,Jack Beatty,
9029561505,De houdgreep: Roman (Grote ABC),Joost Zwagerman,
0759697531,Madre De Dios/ Mother of God,Frank Thomas,
075380445X,An Imaginative Woman and Other Stories (Great Philosophers),Thomas Hardy,
2253016551,Cette Nuit La Liberte,Lapierre,
2264019662,Le chat qui connaissait un cardinal,Lilian Jackson Braun,
0806917792,"336 Ten-Minute Quilt Blocks: To Foundation-Piece, Quick-Piece, Nosew Applique, Stamp, Stencil, Paint & Embellish",Holly Schmidt,
2264017309,Le chat qui mangeait de la laine,Lilian Jackson Braun,
2070424936,Cinq enfants dans un parc,Simone de Saint-ExupÃ?Â©ry,
0875969879,The Quilters Ultimate Visual Guide : From A to Z-- Hundreds of Tips and Techniques for Successful Quiltmaking,Ellen Pahl,
0385198809,First Steps in Quilting,Leslie Linsley,
185967139X,Suns & Moons (The Design Motifs Series),Lindsay Porter,
086288151X,Do You Know,Ramboro,
8831778994,Storia del Lavoro in Italia: Dall'unita a Oggi,Leonardo V. Piasere,
0061094005,Rebel: The Life and Legend of James Dean,Donald Spoto,
0618116036,The Way We Talk Now,Geoffrey Nunberg,
0878058354,The Wildlife Garden: Planning Backyard Habitats,Charlotte Seidenberg,
0908704798,Hawks,Andrew Grant,
0062505955,"The Death of Nature : Women, Ecology, and the Scientific Revolution",Carolyn Merchant,
0061059277,"Deer's Cry, The : A Novel of the Keltiad (A Book of the Keltiad)",Patricia Kennealy-Morrison,
0385180330,Lady Washington,Dorothy Clarke Wilson,
1575212706,Teach Yourself Java 1.1 Programming in 24 Hours,Rogers Cadenhead,
0747212910,The Encyclopedia of Jewellery Making Techniques,Jinks McGrath,
076453243X,AdobeÂ® InDesignÂ¿ Bible,Galen Gruman,
1903450063,Flash 5 Dynamic Content Studio (with CD ROM),Philippe Archontakis,
0855335629,The world atlas of wine: A complete guide to the wines and spirits of the world,Hugh Johnson,
0452263018,Going to Extremes,Joe McGinniss,
0393321177,Losing Nelson,Barry Unsworth,
1400031885,Pobby and Dingan,Ben Rice,
0451519949,Call of the Wild,Jack London,
0904265218,Clan Donald,Donald MacDonald,
0253213029,Go Native!: Gardening With Native Plants and Wildflowers in the Lower Midwest,Carolyn Harstad,
0874777097,Work of Her Own: How Women Create Success and Fulfillment Off the Traditional Career Track,Susan Wittig Albert,
0349100667,Truth About Lorin Jones,Alison Lurie,
1566262011,Natural Wonders of Ohio,Gordon  Groene,
0451158024,How to Get Control of Your Time & Your Life,Alan Lakein,
1897954816,Black Beauty (Little Brown Notebooks),MQ Publications,
0446676675,10 Days to Faster Reading,Abby Marks-Beale,
0141308389,Boy Overboard,Morris Gleitzman,
1897954964,Classic Women's Stories (A Little Brown Notebook Series),MQ Publications,
0725107596,A Year At Bullo,Sara Henderson,
4333012031,Basic Buddhist Concepts,Kogen Mizuno,
025320450X,Man-Made Women: How New Reproductive Technologies Affect Women,G. Corea,
0743411307,Do Comets Dream? (Star Trek: The Next Generation),S.P. Somtow,
0345359445,Nightside City,Lawrence Watt-Evans,
0413602109,Keeping up appearances,Rose Macaulay,
1569470200,Jade Lady Burning,Martin Limon,
0345460715,The Devil's Waltz,JONATHAN KELLERMAN,
0413602303,Non-combatants and others,Rose Macaulay,
0916366634,The Pushcart Prize XX: Best of the Small Presses 1995-96. (No. 20),Bill Henderson,
000225929X,MARBLE HEART,Gretta Mulrooney,
0333761189,Rats,James Herbert,
340778743X,Dann eben mit Gewalt,Jan de Zanger,
0752801457,Safe,Frances Galleymore,
0295976209,"Global Diasporas: An Introduction (Global Diasporas , No 1)",Robin Cohen,
3442447054,Hier auf Erden.,Alice Hoffman,
0140170227,The Falcon: A Narrative of the Captivity and Adventures of John Tanner/During Thirty Years Residence Among the Indians in the Interior of North Amer (Penguin Nature Library),John Tanner,
0688119158,Break on Through : The Life and Death of Jim Morrison,James Riordan,
0449213064,Dragon Tales,Isaac Asimov,
0465090923,The Way We Really Are: Coming to Terms With America's Changing Families,Stephanie Coontz,
1593300085,Lizzy,Naomi Hyatt,
0330481231,A House by the River,Sid Smith,
1853262277,Under the Greenwood Tree (Wordsworth Collection),Thomas Hardy,
0064401987,The Pinballs (Apple Paperbacks),Betsy Byars,
0538845147,Business Communication: Process and Product,Mary Ellen Guffey,
1869503821,Curious questions: As heard on national radio,Max Cryer,
0394711033,The Woman Destroyed (Pantheon Modern Writers),Simone De Beauvoir,
0072443936,MP: Intermediate Algebra w/ OLC Bind-In Card,Mark Dugopolski,
1888777745,The Library Shakspeare,William Shakspeare,
0435121022,SAJO & HER BEAVER PEOPLE NW 102,OWL G,
0130447315,The Prentice Hall Guide for College Writers: Full Edition with Handbook (6th Edition),Stephen Reid,
0140298770,Kiwiana!: The sequel,Richard Wolfe,
0847675173,Saints and scamps: Ethics in academia,Steven M Cahn,
0155067664,The Writer's Harbrace Handbook,John Cunyus Hodges,
0670696331,Tenderfeet and Ladyfingers,Susan Kelz Sperling,
032418820X,Contemporary Business,Louis E. Boone,
0969428774,Why Do Golfers Yell Fore?: That's a Good Question,Ty Reynolds,
0670000329,Death of a Salesman,Arthur Miller,
0807612545,You Don't Love Yourself,Nathalie Sarraute,
0671563246,I've Always Meant to Tell You : Letters to Our Mothers : An Anthology of Contemporary Women Writers,Constance Warloe,
0345365186,Poppy,Barbara Larriva,
1853061832,Pub Walks in the Cotswolds (Pub Walks),Nigel Vile,
1897784007,Scotland for Beginners Bannockburn an A,Rupert Besley,
0679442472,Family: American Writers Remember Their Own,Sharon Sloan Fiffer,
0684809753,Great Books,David Denby,
0231115199,Lead Us Into Temptation,James B. Twitchell,
0140389083,Essays on Dolls (Syrens Series),Heinrich Von Kleist,
0901824968,The History of the Highland Clearances,John Prebble,
1859581692,Scottish Fairy Tales,Senate,
0064421775,Spider-Man: Spider Bite,Leslie Goldman,
0786708255,Bad Lawyer,David Cray,
0807844063,"Invalid Women: Figuring Feminine Illness in American Fiction and Culture, 1840-1940",Diane Price Herndl,
0375400052,The Married Man,Edmund White,
0920620280,Canada the Scenic Land,McKeever,
1551531569,Portrait of the Canadian Rockies,Elizabeth Wilson,
0312308760,Entre Nous: A Woman's Guide to Finding Her Inner French Girl,Debra Ollivier,
038519515X,Double Your Money in Antiques in 60 Days: And Other Secrets of the Antiques Business,George Grotz,
1930035012,How I Dealt With the Monster,Rickey Singleton,
1930035004,God Wants You to Be an Entrepreneur,Rickey Singleton,
0792450817,Catalog of American Collectibles,Peter Lightfoot,
0747270457,The Ravenglass Line,David Crackanthorpe,
0553404504,Blooming,Audrey Slaughter,
0737000619,"Millennium Primer, the Old Farmer's Almanac: Timeless Truths and Delightful Diversions",Tim Clark,
0385262191,Healing into Life and Death,STEPHEN LEVINE,
1869503678,Mates,Jim Hopkins,
0879389257,Gas Station Memories (Enthusiast Color Series),Michael Karl Witzel,
0831738588,"The New Guide to Herbs: The New All-Color A-Z Guide to Herbs, Their Cultivation and Uses",Andi Clevely,
0140059830,Forgetting Elena,Edmund White,
0831744898,"Herbal Pleasures: Cooking & Crafts/How to Use Herbs in the Home, With over 120 Original Recipes, Decorations, Gifts and Bathtime Preparations",Katherine Richmond,
188845122X,"Fast Eddie, King of the Bees",Robert Arellano,
0783549377,Home Wisdom: A Commonsense Guide to Solving Everyday Problems (Old Farmer's Almanac),Jon Vara,
0896890651,Collecting toy soldiers: An identification & value guide,Richard O'Brien,
1879863715,Plain and Happy Living: Amish Recipes and Remedies,Emma Byler,
0060201134,Laura Ingalls Wilder: A Biography,William Anderson,
1580621236,The Postage Stamp Garden Book: Grow Tons of Vegetables in Small Places,Duane G. Newcomb,
0413689301,Hemingway's chair,Michael Palin,
014029855X,The Missing World: A Novel,Margot Livesey,
0060971843,Thriving on Chaos : Handbook for a Management Revolution,Tom Peters,
0399210687,Spot Goes Splash! (Bathtime Bk),Eric Hill,
0783886772,Close Range: Wyoming Stories (G K Hall Large Print Book Series (Cloth)),Annie Proulx,
020172152X,Building Secure Software: How to Avoid Security Problems the Right Way,John Viega,
3462029053,Der gelbe Bleistift (KiWi),Christian Kracht,
1586851004,"The Gift: A Fable for Our Times (Fable for Our Times, 6)",Carol Lynn Pearson,
0140272798,Should You Leave?,Peter D. Kramer,
0451522435,Brothers Karamazov,Fyodor M. Dostoevsky,
1877727636,Black Flames: A Novel,Daniel Pearlman,
0465046215,The Mind of the Traveler: From Gilgamesh to Global Tourism,Eric Leed,
187798809X,Don't Go to the Cosmetics Counter Without Me: An Eye Opening Guide to Brand Name Cosmetics (Don't Go to the Cosmetics Counter Without Me),Paula Begoun,
0679725156,The Garden State: Short Stories (Vintage Contemporaries),Gary Krist,
0140371494,The Sword and the Circle: King Arthur and the Knights of the Round Table,Rosemary Sutcliff,
0517385554,The American Heritage History of World War I,American Heritage Editors,
1931468036,The Third Day,Mark Graham,
015652791X,"A Literate Passion: Letters of AnaÃ¯s Nin & Henry Miller, 1932-1953",Anais Nin,
1931468001,City of Pillars,Dominic Peloso,
0517385880,Madame Bovary (Greenwich House Classics Library),Gustave Flaubert,
0140016961,Seven Pillars of Wisdom (Penguin Modern Classics),T.E. Lawrence,
0099576511,Fear of Fifty,Erica Jong,
014018550X,The Vendor of Sweets (Penguin Twentieth-Century Classics),R.K. Narayan,
0754006778,Harlequin,Bernard Cornwell,
8420636894,Peter Pan,J. M. Barrie,
1869540115,Daylight burning,Lisa Greenwood,
0312283571,Trials of the Monkey: An Accidental Memoir,Matthew Chapman,
0525484736,Kansas in August,Patrick Gale,
1887178252,Last of the Curlews,Fred Bodsworth,
0140085580,Memories of the Assassination Attempt and Other Stories,Gerard Windsor,
0966533356,Bridge Across the Ocean,Randy Boyd,
014009394X,Grey's Valley,Hugh Atkinson,
1852424141,Tricks: 25 Encounters,Tim Dlugos,
0452262267,Hold Tight: A Novel,Christopher Bram,
0907040616,Leather Boys,Gillian Freeman,
0747559392,Radio Radio,Graham Marks,
0425094502,Book of Merlyn,T. H. White,
1891279017,Attitude Is Everything: Change Your Attitude... and You Change Your Life,Jeff Keller,
0915175312,An Italian Elegy,M. Black,
014131110X,Spinners,Donna Jo Napoli,
0006475043,Sweetheart,Peter Mcgehee,
0345425804,The Joy of Cybersex: A Guide for Creative Lovers,Deb Levine,
0140114599,Loving Roger (King Penguin),Tim Parks,
0440176670,Sexual Outlaw,Rechy,
883178160X,Angeli E Cani,Chiara Marchelli,
0553120948,Beauty Queen,Patricia Nel Warren,
014009881X,Girl With a Monkey,Thea Astley,
0156007517,Serendipities: Language and Lunacy,Umberto Eco,
0312021585,Alienated Affections: Being Gay in America,Seymour Kleinberg,
0030606047,Landscape with traveler: The pillow book of Francis Reeves,Barry Gifford,
1840183713,Playgrounds of the Gods (Mainstream Sport),Ian Stafford,
0140191739,Sorcerers: A Novel (Arkana S.),Jacob Needleham,
0932870120,Spiral Path: A Gay Contribution to Human Survival,David Fernbach,
0671672347,Nebraska,George Whitmore,
034086236X,One Hundred Ways for a Dog to Train Its Human,Simon Whaley,
0340493593,The Wedding,Yann Queffelec,
0380789426,Sun Signs for the New Millennium: The Definitive Astrological Guide for a New Era,Geraldine Rose,
0670878235,The sorcerer,Jack Whyte,
0312713398,Sex Signs,Judith Bennett,
0146000277,"\The Man with the Twisted Lip (Penguin 60s S.)""",Sir Arthur Conan Doyle,
0060973080,In Search of Gay America: Women and Men in a Time of Change/30830,Neil Miller,
1885084005,Led Astray,Artemis OakGrove,
0060971347,The Misalliance: A Novel,Anita Brookner,
0141802847,A Day Late and Dollar Short,Terry McMillan,
0141314451,The Day Our Teacher Went Batty (Puffin Poetry),Gervase Phinn,
0773758038,Family secrets,Jean Yves Soucy,
0684850583,The BACHELORS OF BROKEN HILL,Arthur W. Upfield,
0525235973,Woman's astrology: Your astrological guide to a future worth having,Tiffany Holmes,
0864730195,Te kaihau = The windeater,Keri Hulme,
0140034447,Climb to the Lost World,Hamish MacInnes,
0140165185,Our House In the Last World,Oscar Hijuelos,
0684811448,The PARTY,Sally Quinn,
1857981448,Fission Impossible,Phil Janes,
0006543456,My Friend Matt and Hena the Whore,Adam Zameenzad,
0060971452,Stanley and the Women: A Novel,Kingsley Amis,
0060183373,Calling the Wind: Twentieth-Century African-American Short Stories,Clarence Major,
0385056729,The great fire,Monica Dickens,
0971116210,Sorrow,John J. Turi,
0868681555,Harry Wakatipu,Jack Lasenby,
0312959435,Curly Smoke (Anneke Haagen Mystery),Susan Holtzer,
0765342898,The Cassandra Complex (Future History),Brian Stableford,
0684811367,Share the Care : How to Organize a Group to Care for Someone Who Is Seriously Ill,Cappy Capossela,
058621271X,The Bannister Girls,Jean Saunders,
0886771013,Wave Without a Shore,C.J. Cherryh,
1568302290,Designer's Guide to the Internet,Rick Albertson,
0435900633,God's Bits of Wood,Sembene Ousmane,
0192815229,Selected Tales (World's Classics),Edgar Allan Poe,
0312181108,I Capture the Castle,Dodie Smith,
187724662X,Dancing on My Table: Perspectives on Life and Food: Perspectives on Life and Food,Julie Biuso,
8423309711,"Bandido Adolescente, El (ColecciÃ³n Destinolibro ; v. 50)",Ramon Sender,
0821756273,If You Believe,Nancy Kelly,
8485698932,Cartas marruecas (ColecciÃ³n Agora),JosÃ© Cadalso,
0960271481,Communities Directory: A Guide to Intentional Communities and Cooperative Living (Communities Directory),Not Applicable (Na ),
8430105794,"Cristianismo, socialismo, capitalismo (Pedal ; 24)",HÃ©lder CÃ¢mara,
0553289292,Mortal Sins,Dianne Edouard,
0380762749,Fire on the Wind (Avon Romantic Treasure),Barbara Dawson Smith,
8433969617,Creia que mi padre era Dios,Paul Auster,
3423073179,Der Geheidie Garten,Frances Hodgson Burnett,
1885586604,A Girl from Zanzibar,Roger King,
0821734652,Wild Mountain Honey,Carol Finch,
086068816X,The stone angel (Virago modern classic),Margaret Laurence,
8482111493,El arte en el noventa y ocho,Arturo Colorado Castellary,
0449133982,The Eighth Trumpet,Jon Land,
0399523863,The Out-Of-Sync Child: Recognizing and Coping With Sensory Integration Dysfunction,Carol Stock Kranowitz,
0425056236,The Third World War,John Hackett,
0812574516,The Time It Never Rained,Elmer Kelton,
0394910400,Frederick,Leo Lionni,
0449134423,Partners,Carolyn Bransford,
0590476920,Temptation (The Secret Diaries No 1),Janice Harrell,
8434811677,"Miguel Y El Dragon/Michael and the Dragon (Serie Blanca, 2)",Elisabeth Heck,
8471769468,El misterio del perro secuestrado (Resuelve el Misterio),M. Masters,
9561308924,Trece Casos Misteriosos,Jacqueline Balcells,
8421620576,El Alfabeto de Las 221 Puertas,Francisco Diaz Guerra,
0140233016,In Troubled Waters (Contemporary American Fiction),Beverly Coyle,
8439703864,CrÃ³nica de una muerte anunciada,Gabriel Garcia Marquez,
840804978X,El Pequeno Libro De LA Paz,Geronimo Stilton,
0613973143,del Otro Lado del Arbol,Mandana Sadat,
1564029859,Contrary Mary (The Giggle Club Series),Anita Jeram,
0023635703,Deficit Politics: Public Budgeting in Its Institutional and Historical Context (New Topics in Politics),Donald F. Kettl,
0060245603,Today I Feel Silly: And Other Moods That Make My Day,Jamie Lee Curtis,
0722183933,Cottage on a Cliff,Derek Tangye,
0449223213,The Devilish Earl,Rachelle Edwards,
8420634433,"Retrato de Dorian Gray, El",Oscar Wilde,
8423633918,El Arbol de Mi Patio,Olga Xirinacs,
8488342152,Adivina Cuanto Te Quiero,Sam McBratney,
0553298151,Southern Nights,Sandra Chastain,
0439455901,Flora's Surprise?,Debi Gliori,
067005898X,"Remember, Grandma",Laura Langston,
0871239418,The Gentlewoman's Choice,George MacDonald,
0451133951,Random Hearts,Warren Adler,
9681670469,Secreto de Familia,Isol,
0515097489,Tarnished Angel,Elaine Barbieri,
355175537X,Please Save My Earth 07.,Saki Hiwatari,
1557731934,My Search for Ruth,Anna Clarke,
3551755361,Please Save My Earth 06.,Saki Hiwatari,
3551755353,"Please save my earth, Bd.5",Saki Hiwatari,
