ISBN,Shard
3453092422,D
0961642610,L
0786831472,M
0517139111,T
1562880675,T
1569470014,H
0690005660,G
0452277728,F
1562880667,T
0679400346,I
0060294515,S
0880299037,N
0882901567,M
1559210397,S
1562880659,T
0882902032,T
1559501197,Y
1559501324,T
1559500670,F
0915179628,G
0517334194,E
0871313499,Y
0915179245,L
0789205386,T
0500050570,J
0553238310,S
0140061959,B
0671727737,T
0316926280,M
0030437261,C
0586090851,S
1886093113,T
0060674695,T
0393309436,T
0839786425,W
0451450485,S
0863580017,F
0061090913,A
0812566610,G
0451523466,T
0819562785,R
0816747253,H
0140431241,T
0819562777,F
0312878664,H
0819562718,N
081956270X,T
0590120093,_OTHER
0821737333,T
0061059579,M
0786832479,D
055321425X,J
0865474710,G
0151181012,C
0060201436,S
0393033562,W
0307106535,F
067121148X,U
0195103661,T
0195072790,U
0312617453,T
1879237237,D
0521802792,G
0812566548,A
0345352173,B
0812566998,C
0345352181,M
0679440356,C
0802132642,H
0679441093,L
0373029527,C
0312105010,M
0715610163,O
0195057813,S
0671041908,T
0517588048,W
0941969029,A
1567181643,F
0373760248,W
1852277637,E
0373166370,N
0880389133,T
0061084611,A
0872860647,S
037383358X,G
1931742200,S
1587494124,T
0314846905,O
1587492091,N
0916951162,T
1587491621,T
193169690X,T
0671744992,W
156597073X,G
0834117339,A
0440222117,H
0812519523,M
1932124071,T
0671559354,F
0373029640,W
0373224745,T
0373029632,Y
0688066216,T
0373107919,M
0307070522,T
0373705786,L
0746004699,P
0809491885,W
0809491869,M
0877959056,T
1576600505,_OTHER
0880298146,I
0324041667,L
0385313535,H
0801670659,S
0142196002,T
0155003771,T
0070412197,Q
0385474024,S
032412080X,C
0945296223,C
0760054177,N
0945296150,C
0945296185,C
0670834122,A
0394587340,L
0373033583,R
0870118668,T
0934395454,P
0870113992,J
0373166001,A
0915811812,D
0316754498,G
0373056206,F
0155383132,A
0155383124,A
0373825382,R
0891097007,T
0373166664,E
1568582196,O
1889893102,A
0801064031,T
0060928379,P
0849942721,T
0967084083,E
0785243631,T
0767911857,A
0312878869,R
0849944376,T
1578564182,L
0373166397,H
0440113210,C
0373105312,S
9722007092,O
0440120918,D
0912656069,H
037316677X,E
0895863758,C
0373165188,A
1561735388,C
0856968811,C
0373224761,O
0764530038,D
0782120148,M
0916773485,V
0373168071,M
0070523533,C
0671829602,M
0811806839,L
0681417374,C
0792458303,T
0138765901,S
0764223437,G
1567313256,L
1888848332,C
037307462X,H
0140327134,T
0843940514,S
1579722024,S
0842364455,S
0809250810,T
0891094245,H
0671829688,N
0451409841,S
067149564X,J
0373115822,S
0373253486,N
0373163223,M
0006550266,C
0330348906,G
0373254350,O
0373074956,T
0373898738,G
0373762763,H
0671434926,I
0006722970,H
0373111886,Q
0451204506,T
0340795050,H
044098713X,T
0373706855,M
0373106653,G
0373028652,I
0140377948,T
0590978799,T
0590978772,T
0373174071,G
0590117386,T
0373109970,T
1854873156,P
0590117149,T
0590117130,T
0753817551,W
0590212842,T
0722540213,S
0380797305,T
0385133170,T
0373194374,W
3404605144,D
037302682X,S
0714824224,T
185326346X,T
0192815830,T
0449206106,D
0771044178,N
156512345X,O
0373079079,B
037322480X,O
0553350102,E
0373702337,F
0964946408,M
037576030X,T
0891415726,W
0373224982,A
1559352310,W
0899663818,A
0373032234,T
0373225083,S
0802755275,P
0373079117,C
0374271836,S
0679939474,A
0373166605,T
0671674684,T
0345430751,M
0316325767,F
0449205762,I
067181415X,S
0375703713,M
096504503X,S
0965045013,A
0425092941,S
0394448588,T
0425093360,B
0312940270,T
0771595921,G
0345345088,W
0385295626,G
0765302268,B
1573920452,W
0312863543,T
1553695488,S
0804105596,M
3453137574,N
3462029045,M
3442438594,D
1930009038,P
0879235144,D
1930009011,A
0679774149,A
0889842078,A
193000902X,W
1930009003,T
0771591381,W
0963960792,H
1930009070,T
0963960776,B
0803726120,N
0963960784,M
0373870876,F
0373871112,F
0307201627,M
0373871430,H
0373642253,B
0395353513,M
0140189300,B
1568581297,T
0891098267,A
0811207765,H
0812571347,B
0963960741,B
081299180X,A
1568810725,T
0802111602,M
9748303683,A
0393322297,E
0684854090,Z
0143029711,T
0691005141,G
0670910201,T
0375503285,C
0844254800,W
1858282411,T
2710300028,T
224649351X,L
0140440178,O
2070764834,E
207075278X,L
2226052577,L
0399150617,C
0451622103,T
0878305505,M
0802150306,T
0452259126,T
087477375X,B
0679733086,R
0553354493,S
0758207743,B
840149186X,E
0273019139,S
0373791437,D
0373079915,G
0758205872,C
0373292961,T
0373292341,T
0843942231,N
0373650094,F
0373707533,B
0373257988,T
0843947233,N
0451202651,T
0373257759,F
0451518764,I
0449003604,T
0373511299,H
0553443801,T
0671020714,E
0553444247,B
0505520958,I
0553444700,T
0553444727,T
0843932813,B
0553445995,F
0451205022,L
0553445677,O
0373106637,V
0553445979,T
0821720619,E
0373104065,B
0821724037,E
0373791380,T
0373791402,Y
0821754653,L
0821749633,B
0373790074,T
0505521849,N
0500300348,T
0140268022,A
3442711754,U
3492230520,A
1898323607,E
037379049X,I
1563411121,T
3442356172,L
0671653369,T
3453082044,E
340634027X,D
0505520591,H
0373790414,A
3453048881,D
3442443903,P
0373791348,E
1853261173,K
0373791364,B
0758203616,T
0399151575,N
3446202102,D
0373791305,T
3257215843,L
0375508856,L
0373258399,S
3800050188,F
0883961849,Y
0449219844,G
0373791259,P
1573922374,D
0373791240,I
0140232028,T
0399136665,V
0373271522,F
0671009907,E
0006329497,P
0140249850,S
0373259468,H
0312318499,L
0708824099,V
0373832710,S
0571167497,T
0373511213,P
0750227303,F
0373257791,P
0373036787,W
0446381500,D
0140092560,O
0595131190,C
0373079745,I
0679435050,C
050552421X,S
0061081965,D
0373791143,O
073943232X,T
0671795333,P
0451170296,B
037348240X,L
0446517488,S
1575668696,A
0425197220,H
0142196061,T
0670871931,T
0806987790,C
0425183440,T
1593080301,O
0758205694,J
0446518166,I
0373510152,A
0373484941,W
0449900827,S
0373259522,T
0060959584,E
0517555727,T
0517448521,C
0373791119,W
0376037822,T
0679722998,T
0416886000,L
0970804903,A
0373078315,L
0416876706,L
1575420368,W
1561483303,T
0897214285,O
0449002551,H
0897214625,O
0897214439,O
0449241459,S
0425171299,C
0921689780,F
1879960427,F
0889740410,W
1577192710,N
1883523036,M
1931561516,B
0842386874,R
0373073496,D
0889740348,W
0920304575,T
0921881045,T
0373094523,W
0435072218,M
0671535226,T
0889612102,I
0889104565,M
0941423697,M
0373271573,T
1570428042,C
0766607216,J
0897894456,O
0766607224,T
0754055337,G
0440228174,Z
0671036394,F
0373790716,T
0895771977,O
0486647625,C
0897214226,O
0670884081,T
0969912617,N
0811824373,M
0521475708,C
0192832328,O
0373790112,U
0394756959,A
0061082295,O
0679866973,J
0821716409,V
0821723715,L
067167465X,B
0836222318,M
0671504460,C
0671501941,S
0843948000,A
1590522699,H
0451173112,E
0821719254,P
076422090X,B
0886776147,S
0821727540,P
0764220896,T
0451405358,T
1556615795,T
084394563X,S
0061082287,S
0061082309,L
844065314X,U
0821713868,E
0821731165,T
0670808172,T
082171922X,S
0312206593,L
0821730088,S
0821731629,S
0590133705,T
0821719386,S
0802710581,T
0060515597,B
0821720074,G
0821729497,M
082171838X,S
0821727265,P
0380728842,D
0061040770,F
0061080446,H
006104122X,S
155817527X,E
067973709x,M
0670869333,T
0966463315,A
0070342059,T
1559212470,T
1561796727,G
0966234162,T
0062500295,J
0553057650,N
0786703083,L
0310918847,N
006092859X,A
037308529X,T
1877988286,D
0789480662,E
1586604007,S
0965779300,B
0312966482,T
0590732854,J
0679452990,G
0192833383,T
0802138616,Q
1860463614,V
0762711582,M
0762724404,F
0679424598,D
1878887343,B
0142002801,T
0771020031,H
0671445154,N
0553217461,T
1881830233,L
0451136357,S
0060194391,T
0553218263,D
0133548376,G
0842356223,R
0553206664,M
0553218093,S
0882669087,Y
1580171273,S
0553107364,I
038549694X,B
0385332947,M
0312861028,P
0774031999,J
0416101607,M
0061012327,E
0312152442,W
0812548159,T
0374105340,A
0812513924,L
0373482175,S
0764501062,T
1585421472,T
0553107488,D
0764221426,A
0738705411,T
096529840X,W
0201550733,M
1567181511,L
0749920505,W
0877288690,W
0760712107,A
1931686807,F
0919345638,S
0892811579,P
1851773878,A
1572153512,A
0738705136,A
0806525592,T
1930038135,S
0373510020,L
1865155128,T
0373510055,F
1564145220,E
037351011X,S
0762707569,B
0446601225,T
1881559769,C
0373510136,T
0912301406,N
1740591062,L
0373510144,F
0738703486,T
0373510160,H
1564147169,B
0373510195,F
0684836440,C
0373510209,H
0738701726,T
0373510330,N
0312977131,D
1928806090,W
0373510381,B
0709068840,L
0373510365,L
0953920402,C
0850308151,T
0671571435,S
1585421162,T
0373088019,C
0373071604,R
0572028555,H
1567184316,I
0373073003,G
0738700967,I
0749920963,C
1590030028,G
1580910106,C
067163691X,A
0738702781,P
0806521376,A
1564145034,E
0028628594,T
0806520310,T
0962321338,M
073870301X,T
1556508204,A
1402705875,P
0028626354,F
0919345956,T
0759677840,U
0753816830,T
0575043539,T
0385485514,N
0030107210,H
0689502958,T
0738702005,T
0964911353,S
0935127674,T
0935127046,T
0877284237,M
0880795115,T
0806520434,L
0806520949,Y
0141010975,T
1564145883,T
0931411173,V
0929274180,T
0824516834,G
0891096795,B
0060950013,T
1557883599,T
1580631673,T
0425061272,S
0310425115,L
1551520672,H
0722511612,E
0722536968,E
190051253X,N
0722136994,S
0761516263,T
0684801132,F
072254006X,V
1572434511,E
1570670269,T
0913990426,T
0006152988,M
1570670250,V
0747207917,N
1580910793,T
081296389X,T
0330244280,I
0060935448,R
0718136039,W
059600026X,H
0471146110,D
0864380356,M
0071380396,N
1893224082,T
0423010603,S
1880559749,T
020716374X,D
0971498814,C
1869584287,R
0761913130,C
1578511437,H
0752904086,E
0787963941,B
1841120391,S
0749438517,B
1587990660,S
0671027077,F
0520218353,T
1560526084,C
0802132634,E
0340414243,I
1931229171,W
0898799058,B
1574441752,T
1551802074,W
0330334344,_OTHER
0761535632,R
960540110X,G
0809244756,O
0679729585,T
0140076948,R
0449001288,L
0451151844,I
0449148513,L
1567184677,T
1890009814,T
1573241431,T
0425082687,M
0843924659,S
1567184634,T
0875420478,P
1567182739,B
0312268815,T
0806920653,T
0843931043,O
1576751163,D
072253566X,D
0471435961,H
0671729926,T
1573226513,A
0892818778,T
0737303239,B
0609807439,L
097044902X,T
0929274237,V
0970449011,T
0970449003,T
0684837137,B
0962847429,A
0312959362,N
0312961596,S
0671796607,H
0440235537,R
042507367X,T
0770427855,F
1560253517,W
0393325237,P
1858817900,T
0385492782,A
0870448641,M
0870448668,F
0373033133,W
0373034296,W
0870449079,C
0373034288,W
0932238017,T
0373033982,V
0517222477,B
0870449087,U
0515109266,L
0425099024,T
0373034385,A
0373034369,U
0373261195,M
0373167083,T
0373166745,M
0805423249,O
0553379372,J
0440223261,S
0394755308,A
0425121666,A
0425157008,S
0451181344,D
0449211126,A
0060642823,L
097428291X,D
0974282901,M
0060392517,J
1561563080,M
0688082963,B
0070304874,L
0553285882,P
0140368418,S
0761112391,H
1856483223,A
1930806124,M
0425044904,O
0704344963,H
0698116917,I
1854879324,B
0300066600,N
0300050259,N
0300045875,N
0140390375,T
0380722801,T
0671745689,B
0892963786,M
0385264917,W
0151301182,F
0340823208,Y
0809257610,S
0316493473,A
0670838268,A
0312069200,C
0749933208,L
0394576675,R
8420442887,E
0030098750,H
0151027072,A
388243077X,L
0380776332,R
3922028004,J
1579547087,F
340413835X,I
3548026311,D
3453011171,F
344203714X,S
0312193076,N
0060168862,A
0340812451,M
0140178384,W
0752846086,M
1551923564,M
0002326833,S
0385509006,W
0671693352,S
0140511369,T
0970398816,G
0380701774,S
0970398808,J
0471957143,U
0747534896,S
0394623614,M
1896522149,A
140107622X,G
0802150985,T
0140188169,W
0590403540,B
0521357306,L
2894330138,C
0553267663,B
0140146555,R
0451195523,A
0595175015,T
0060130342,P
0882664700,L
0385142277,J
074346270X,T
0060957476,S
0312902603,N
0899198376,B
087131455X,B
1563974029,W
0671644068,N
2253145599,L
0471377902,I
2702705650,E
1878450581,M
2020340747,L
2706110449,P
0345317378,T
2020061880,P
0451142322,F
0688066046,T
1573241725,M
0670872792,A
0531068579,T
0671700200,U
0882701401,F
0688078087,A
0345341198,O
0416618707,A
0671639641,G
8437602793,A
0684872811,S
0789471914,O
8423976610,S
0525362452,T
0394576756,T
1880908123,D
0762710136,W
0671000705,E
0195014324,S
0884271536,C
0446975729,T
3887690133,J
0345388356,G
0553348698,Q
0451156633,T
0943734207,P
0130466980,T
0595095313,A
1583485473,S
0312242611,T
0788161857,R
0918949505,I
1583485511,H
0394508963,T
0449905691,F
0312993498,T
0316158283,T
0689832567,O
3478088046,A
0439148790,C
0451203801,I
3502517843,D
0451524632,F
0671423614,T
3502512515,M
0064473783,Y
0671422987,G
0140450254,T
0671870386,B
055358037X,E
0395633257,T
0152022007,R
1589195914,A
0767903560,E
0553238078,N
9029042729,H
0828006725,C
0563538120,T
0747254001,A
1575661209,T
0553290894,D
0836119304,L
0517567776,T
0590457349,G
044840382X,E
0425065685,P
0553095226,T
0451527674,L
0939660377,F
0812561848,F
0740718541,B
1562614657,R
0002160099,L
0671679902,S
0911104216,R
1841880957,B
0312864051,R
0743410270,L
0345417097,W
0345417070,W
0140506616,O
0345417054,W
0938586483,O
0451517024,L
1891830600,C
156179712X,M
0786813075,T
0723233284,P
0152132120,C
087156419X,A
0743476131,N
0897212800,O
0848718984,F
0875968236,P
1403370281,E
0684811391,D
0696200406,B
0875967663,_OTHER
0813339391,B
0060923989,T
0801979188,C
0671693824,D
091041257X,J
0399133275,I
0002199793,C
0786702893,T
0679774122,I
0671019724,T
0761501029,M
0451151798,S
0897212290,G
0590528378,J
0312101384,T
0880388382,T
0590463101,T
0842362290,T
0812828623,F
1552091414,S
0836218094,E
1580171052,F
1551664577,L
0747557705,T
0373482647,_OTHER
0261104012,J
0899093140,T
0140439307,J
1852427140,N
8817150444,G
0451159950,L
0520077822,T
0373809212,D
0060926058,O
2894641982,U
0312851847,T
0812536738,T
1557784663,D
0812013565,P
8401011698,H
1551990482,S
0671721321,F
0671876546,M
0878162445,U
0671721607,B
0590032747,W
0517594943,V
0441002137,T
0684865068,W
1882593278,T
0786913347,S
0440118743,D
0446315184,M
0316738719,A
0671721666,C
0345388259,N
0060186453,M
1413701132,A
1559360720,A
1559360607,A
1577330889,F
1577330986,C
1853407364,D
0806615729,J
1566194334,C
0449148254,S
0811215423,S
1555139884,E
0618118829,T
1555973671,A
3548245625,S
0684810530,M
3453152727,D
0802117295,D
0471575631,R
0684862107,T
0871134683,T
0900424265,G
0918432685,M
0878577742,E
1889330280,M
0609610295,F
1887424415,I
094407281X,T
0553121030,T
0345450280,A
0684842645,H
0385323751,O
0399511814,O
2290306126,V
031228098X,H
2080720376,T
2253171786,N
0375810978,I
0689858876,S
2070421678,C
0934802459,T
2266123181,F
2290308439,S
2226034536,_OTHER
2080704605,L
0954018206,O
2070515788,L
1851586040,W
2070556859,H
0330333518,T
0446519855,T
2070541290,H
0060186879,I
2070541274,H
0590137417,P
0684811197,P
2253144894,P
0821740369,S
0752848291,A
2266121022,L
0394552563,M
2267011255,L
2013217854,_OTHER
051756730X,R
0373201869,B
0142003018,W
2226086366,L
068818474X,B
2267013045,L
2290301868,L
225317226X,P
2253171573,P
225317176X,N
0684842637,B
2890515001,L
0141304960,J
1868421023,M
0349108560,E
157071939X,P
9727084818,S
0425176495,S
8478951210,T
3442151473,B
555111614X,T
1582971862,_OTHER
8477271054,E
0810925532,H
0897214242,O
0817437126,U
842391836X,L
089721434X,O
1855859130,H
0897214234,O
0892838221,G
0764564420,F
840800199X,C
0887299369,I
0801978246,C
8479530782,C
0910293066,E
0749519878,B
8408010107,E
087364574X,M
1400049393,D
8429704604,E
0679003363,F
1400030641,T
8433969161,E
1558508198,_OTHER
8401476429,R
0671766007,Z
0312117485,T
080694238X,D
0876055269,T
0064406539,E
8495501430,E
0809462044,M
0812968875,P
1878346407,F
8426410898,O
0789722992,C
0446522910,T
8401461677,E
0793829313,Y
0452284104,J
0881763063,T
8466610774,Y
0887294480,I
8440622953,A
0060955309,H
0840776527,T
0812911504,T
0446532975,L
0310701058,S
0399132031,O
1577684079,S
0060171049,A
1586104330,L
1559722304,M
1400046130,I
0887435378,T
0890873402,V
0394559274,K
0843950420,S
0688036465,T
0843944455,S
0330492330,K
0060182008,R
0688054293,T
9991291202,L
087011798X,T
0688079733,O
0688172059,T
0375431837,A
1401047319,A
0679404554,A
059043683X,T
0740722425,T
0964047934,G
0070650039,S
0373169256,I
067163285X,A
0226730727,O
0451134729,T
0934878005,B
0877457522,C
1583142541,T
0252019814,C
0375503404,W
096436753X,M
0964367580,N
1575664895,C
0375505695,M
0763613975,T
0890510571,E
0964367513,M
0002243016,D
0345401565,L
0312112602,D
0671682229,H
0739419765,F
081631053X,F
0881502677,P
0060186690,T
0689117973,I
0446370320,L
0670822469,A
0515123838,D
0446327107,A
0575036567,A
0679404341,T
0515131903,L
0345320670,B
0385239262,F
0899197442,T
0070566445,C
0312050712,D
0446524492,S
0312109288,K
1881649849,S
0060191023,T
0786012897,L
1551668041,C
0962142204,G
0002553686,M
0446517585,C
037541150X,L
1592121659,L
0375760261,T
0877288402,T
0930073193,E
0394550323,G
0130668419,I
0070106177,T
0517122863,L
0679463143,Y
0715623249,S
0688087523,B
0684854805,A
0385491603,N
0750918470,C
1885478372,I
0041210190,I
0380718677,A
0688162193,S
0192876201,L
0688146589,V
0517580144,A
0304339393,T
0192854119,W
0752404148,N
0525249842,S
0192801996,K
0821728571,O
1860119212,E
0679415696,M
0439328748,E
0140442421,E
0399132643,O
0140225358,C
0664270042,F
0688083579,S
0765301539,T
1900796627,A
0060162902,S
1854104950,T
0671614584,D
0743228472,F
187416617X,I
0881844349,T
1840460539,I
1840460733,I
0688050107,L
1584852038,T
0851106528,S
0415027993,C
1555843840,H
1556111185,S
0813821045,G
014036174X,L
055380121X,T
0395426227,H
3596221323,R
0688084702,L
0553102567,I
0312870310,I
1411605020,S
1581342144,T
0787109185,M
0375421947,G
1573060402,H
0871486091,M
1551664615,W
0380780070,R
0373167164,R
0582018188,D
0175565821,K
0671672878,W
0449906612,A
0825300835,T
0446401862,T
0399137661,C
0312863861,C
0385311907,B
0553095536,N
0446512877,V
044651554X,R
9587040465,E
0316171840,A
0310303214,H
0671552678,M
0446516880,S
0890811873,Q
0394577671,A
051738115X,I
1556522614,T
0517322455,C
0812829964,L
0385469330,B
0670852198,T
0312262574,R
0804113351,C
0440211999,T
0570060664,M
0465046290,M
0060915463,T
0062508512,W
2702124283,J
0449209369,R
0061044350,T
0553225766,P
0671542044,T
0131318713,I
0786868929,O
0440500281,M
0385488858,W
0380781301,P
052593829X,B
0061180084,A
0061007250,T
0805059628,T
0060280646,P
034538640X,G
0375506284,W
0094609802,H
0786711280,T
0850311020,T
0316881465,B
189395630X,T
0525940650,S
0886777348,E
1570640084,B
0064441865,Z
0671744372,K
0878579419,W
1564764168,T
044651263X,R
0802443753,J
0785272607,I
0892749237,H
0849915104,T
0307198979,N
2264032405,Q
0933216246,T
0688049184,B
0312046022,S
2264031476,L
0830412999,I
0312036566,A
0883321092,T
0345307720,G
0820308846,P
0312151179,E
0821768468,T
0312252889,H
0330321552,C
0821767305,R
0884860884,S
0789401878,E
0373763271,M
1552128520,O
0786860693,A
0553374699,T
0385473362,F
0262661659,T
1557783713,P
0425197441,X
0028811127,C
0802116523,T
0395683963,Q
0875421717,M
087422120X,A
0441805825,T
0440354765,M
014029841X,G
0226728218,G
0671531204,I
0060957069,N
0785273425,T
0849995507,G
1567920977,M
0783893914,T
0140363807,T
0312136196,W
1858683157,M
1551660148,S
0891415270,C
0439087635,N
0385260334,F
0590439030,K
1589800192,J
0395861381,T
1592170072,K
0767915852,A
0671702300,D
0345353021,D
0671702653,O
0967819989,T
156584565X,D
0971220611,T
0971220603,R
0670873012,T
1588320219,M
1882897366,R
0451186737,D
1882897560,R
097122062X,T
0385471890,F
0805048839,F
0373763301,H
037310829X,L
0373763182,M
0425062775,T
0373763115,B
188762404X,_OTHER
1563897962,T
0373099851,D
1563897229,T
0074464159,C
1563896273,T
0449003221,W
1563895684,T
0807583081,U
0849916402,T
0061050466,H
3404921216,C
0842360654,S
0440506301,T
3502144958,D
0515118400,G
1886947384,A
006100328X,D
3596149649,D
3492270166,I
0520027264,E
0683079212,S
0741404478,H
1859584926,A
